    1      -7.2215118840   7.2215118840e+00
    2     -12.5610049586   5.3394930746e+00
    3     -15.9408401632   3.3798352046e+00
    4     -18.1384120830   2.1975719199e+00
    5     -19.5675558225   1.4291437394e+00
    6     -20.4676828501   9.0012702764e-01
    7     -21.0030650981   5.3538224805e-01
    8     -21.2884764594   2.8541136125e-01
    9     -21.4077833780   1.1930691858e-01
   10     -21.4203843603   1.2600982342e-02
   11     -21.3717024214   4.8681938908e-02
   12     -21.2893742590   8.2328162391e-02
   13     -21.1939637567   9.5410502281e-02
   14     -21.0977228000   9.6240956740e-02
   15     -21.0075716476   9.0151152412e-02
   16     -20.9262871080   8.1284539560e-02
   17     -20.8564850261   6.9802081930e-02
   18     -20.7979894766   5.8495549452e-02
   19     -20.7479493801   5.0040096507e-02
   20     -20.7072887020   4.0660678123e-02
   21     -20.6734657015   3.3823000528e-02
   22     -20.6465496107   2.6916090757e-02
   23     -20.6245326938   2.2016916938e-02
   24     -20.6071881913   1.7344502489e-02
   25     -20.5931443820   1.4043809336e-02
   26     -20.5821278186   1.1016563359e-02
   27     -20.5732630057   8.8648129378e-03
   28     -20.5663248859   6.9381197401e-03
   29     -20.5607620633   5.5628226127e-03
   30     -20.5564178127   4.3442506113e-03
   31     -20.5529414628   3.4763498624e-03
   32     -20.5502321883   2.7092745653e-03
   33     -20.5480665555   2.1656327227e-03
   34     -20.5463801662   1.6863893259e-03
   35     -20.5450336578   1.3465084648e-03
   36     -20.5439841205   1.0495372323e-03
   37     -20.5431474384   8.3668217531e-04
   38     -20.5424938646   6.5357379841e-04
   39     -20.5419738134   5.2005115753e-04
   40     -20.5415666471   4.0716633968e-04
   41     -20.5412432191   3.2342797621e-04
   42     -20.5409895727   2.5364642836e-04
   43     -20.5407883451   2.0122750766e-04
   44     -20.5406303675   1.5797763443e-04
   45     -20.5405051257   1.2524179657e-04
   46     -20.5404067316   9.8394081292e-05
   47     -20.5403287467   7.7984960910e-05
   48     -20.5402674416   6.1305068911e-05
   49     -20.5402188525   4.8589133808e-05
   50     -20.5401806327   3.8219800771e-05
   51     -20.5401503368   3.0295839299e-05
   52     -20.5401264921   2.3844777250e-05
   53     -20.5401075880   1.8904040456e-05
   54     -20.5400927011   1.4886905127e-05
   55     -20.5400808971   1.1803986904e-05
   56     -20.5400715972   9.2999401886e-06
   57     -20.5400642223   7.3748790896e-06
   58     -20.5400584098   5.8125259166e-06
   59     -20.5400538000   4.6097436872e-06
   60     -20.5400501658   3.6341893797e-06
   61     -20.5400472835   2.8823562594e-06
   62     -20.5400450106   2.2728578131e-06
   63     -20.5400432079   1.8027613748e-06
   64     -20.5400417861   1.4218056954e-06
   65     -20.5400406583   1.1278055965e-06
   66     -20.5400397686   8.8961966327e-07
   67     -20.5400390629   7.0571577027e-07
