      6.1219567560      -2.0110620904
      6.2750056749      -2.0342652907
      6.4280545938      -2.0527563446
      6.5811035127      -2.0672041426
      6.7341524316      -2.0782205500
      6.8872013505      -2.0863490885
      7.0402502694      -2.0921670429
      7.1932991883      -2.0959748842
      7.3463481072      -2.0980418329
      7.4993970261      -2.0987123579
      7.6524459450      -2.0982449883
      7.8054948639      -2.0968031391
      7.9585437828      -2.0945772913
      8.1115927017      -2.0917595124
      8.2646416206      -2.0886376811
      8.4176905395      -2.0851229935
      8.5707394584      -2.0813781602
      8.7237883773      -2.0776500586
      8.8768372962      -2.0739018378
      9.0298862151      -2.0700617977
      9.1829351340      -2.0661608698
